symbol,timestamp,close,avg20_vol,bias,prob_up_1d,pred_ret_1d_pct,pred_ret_3d_pct,pred_ret_5d_pct,prob_up_5d,global_hits,actionable,hit_rate_1d_%,mae_1d_%,rmse_1d_%,pearson_r_1d,hit_rate_5d_%,mae_5d_%,rmse_5d_%,pearson_r_5d,D_atr14,D_cpr_width_pct,long_score,short_score,notes
GOLDETFADD,2025-12-23 00:00:00+05:30,132.7,441215.0,LONG,0.7255133349067737,,0.7931583333635819,0.3693107810565795,0.5631935356139484,377,True,57.37179487179487,0.7565781558853661,1.18880138516025,0.4981002911778107,64.12213740458016,1.791403930144874,2.308902942360965,0.295732934913597,1.98133590991674,-0.0025119316754561,8.0,0.5,
GOLD1,2025-12-23 00:00:00+05:30,114.02,2122410.15,LONG,0.7255133349067737,,0.3694378742184542,0.3105889802206001,0.5578173433837852,469,True,54.48577680525164,0.7195476740817184,0.9183520421071132,0.5082368544339594,61.61616161616162,1.8115046425519,2.274777247732868,0.2986386119906168,2.317064086644767,0.0292346371981507,8.0,0.5,
BLSE,2025-12-23 00:00:00+05:30,205.93,484654.35,LONG,0.7255133349067737,,0.4178280965600202,0.032377567814689,0.501999925682814,25,True,41.2280701754386,1.9527771816325263,2.810248460096421,0.7193708270783924,69.89247311827957,4.7368009736442245,6.822477845390484,0.4434636021635587,8.084096474167863,-0.4516097703103029,4.0,2.0,
AFCONS,2025-12-23 00:00:00+05:30,382.85,434523.45,SHORT,0.7255133349067737,,-0.235810780630629,-0.1648938886160403,0.4843211477778912,25,True,46.88644688644688,1.494412028821831,2.049493167989537,0.7139452844648995,67.85714285714286,2.623924744616249,3.6706756057559375,0.4007043917513528,9.666906163238686,0.0652997257411815,1.0,5.5,
RECLTD,2025-12-23 00:00:00+05:30,354.2,5663374.85,LONG,0.7255133349067737,,-1.3909521009478698,-1.793605085736866,0.3527945170226172,175,True,53.43589743589744,1.4976489210918498,2.214262836277836,0.691553312175741,68.68686868686869,3.4427339735062645,4.673659899586054,0.4650631039735936,7.085450060192893,0.7105213626952714,5.0,2.5,
ASHAPURMIN,2025-12-23 00:00:00+05:30,862.95,764945.4,LONG,0.7141130250831066,,0.5107103097919063,0.177738993352815,0.508990149818064,377,True,50.205338809034906,2.4065741554949245,3.3396511268348656,0.7469557097825967,69.1919191919192,5.933354170441572,7.866507152530265,0.4115204845358927,32.02228918348318,0.2221063406531945,8.0,0.5,
ONEPOINT,2025-12-23 00:00:00+05:30,56.83,1678438.6,LONG,0.7141130250831066,,-0.4790324966907853,0.15973404742001,0.5092693993097142,175,True,48.90052356020942,2.0957328332805965,2.886724556098728,0.6673271832551609,62.37113402061856,4.623810227886555,6.797534387430209,0.4072650935149972,2.1124804198439566,1.0323186110622438,4.7,1.2,
IXIGO,2025-12-23 00:00:00+05:30,264.55,2087369.3,LONG,0.709277238403452,,-0.5579340563766737,-1.0450539672475894,0.4316736768346039,175,True,49.59568733153639,2.055355399779859,3.0354874077583998,0.7305262692067039,65.33333333333333,4.378288603269604,6.06007347101194,0.333879069693249,11.269693469826215,0.4662004662004719,5.0,0.5,
PERSISTENT,2025-12-23 00:00:00+05:30,6489.0,317781.2,LONG,0.6970462004544306,,1.4485360251915766,1.9577469468973987,0.6709632384811182,231,True,51.43737166324436,1.63047465035129,2.17729212257574,0.2946363588584382,67.17171717171718,3.1653792605193014,4.301092106656226,0.4638987057847116,146.5798832055356,-0.3544459855139467,8.0,0.0,
WHIRLPOOL,2025-12-23 00:00:00+05:30,942.3,1387192.15,SHORT,0.6970462004544306,,1.9179356129871168,1.9047190265834544,0.6683225883172075,41,True,47.97507788161994,1.3400946638525553,1.9732541030521376,0.4632767208975764,66.16161616161617,3.003355734406371,4.553664507168,0.408262548683913,32.739413936834595,-0.5058544695603182,1.5,4.5,
360ONE,2025-12-23 00:00:00+05:30,1181.7,710436.9,LONG,0.6970462004544306,,0.3177789529373521,0.8679712642931986,0.573670678621497,298,True,50.73221757322176,1.6077538671283984,2.1258767746253886,0.6598287524150424,64.64646464646465,3.3362517016322064,4.432474552764734,0.3206494362280543,33.22470037506583,0.5303094412005482,7.5,0.5,
LTF,2025-12-23 00:00:00+05:30,303.5,5343585.8,LONG,0.6970462004544306,,0.3422492395921004,-0.6230205224733946,0.4439004634483805,298,True,53.06748466257669,1.4293127575516595,1.9943670587344664,0.7186464634207562,58.08080808080808,3.3258142532285864,4.231753714094874,0.390831074670478,7.382276255448436,-0.2251510159252982,8.0,0.5,
GOLDSHARE,2025-12-23 00:00:00+05:30,114.9,835302.75,LONG,0.6921739130434783,,1.122891112166444,1.0660558547889714,0.6970352359564005,377,True,55.376344086021504,0.6899395783223842,0.8809248352735675,0.5084920361554783,55.95854922279793,1.6183240135049124,2.061196860252095,0.2956493130818129,2.7315123856844843,-0.1450536698578391,6.5,0.5,
AEROFLEX,2025-12-23 00:00:00+05:30,203.52,2202503.3,LONG,0.6921739130434783,,0.5289987679434573,0.9315955487324804,0.5645761072458395,231,True,46.40287769784173,2.026373503095626,2.8186759228436298,0.7390611944311173,64.34782608695652,3.957014049334004,5.309830611068413,0.5968322918948411,8.750612498872455,-0.0949947589098506,4.5,2.0,
IOLCP,2025-12-23 00:00:00+05:30,83.83,693673.55,SHORT,0.6921739130434783,,0.0640811144300323,0.1574704894619224,0.5103881424505137,129,True,45.44524053224156,1.8178107497825584,2.669380570931071,0.7435790886347835,63.63636363636363,4.631506383891617,6.1638392695459725,0.4880056678745189,2.5800942876760984,0.2544832796532724,2.5,5.0,
COFORGE,2025-12-23 00:00:00+05:30,1780.2,1459355.2,LONG,0.6905353512536708,,2.119307072777307,2.740211201308988,0.7215784308368403,14,True,51.85950413223141,1.5499309066257296,2.1660679236649245,0.5912154111482932,60.40609137055838,3.696945816418612,4.684729229504563,0.4080203747564813,50.73524594656181,-0.4849642362281579,4.5,1.5,
GOLDIETF,2025-12-23 00:00:00+05:30,117.26,6606917.75,LONG,0.6905353512536708,,2.638196202515733,2.7048469865445264,0.887743268306165,298,True,54.97835497835498,0.7357996354600982,0.9363356824158492,0.4489785725879363,55.32994923857868,1.8415650707541813,2.322041941946512,0.2242662733421332,2.178166573975121,-0.8101654443118003,8.0,0.5,
DAMCAPITAL,2025-12-23 00:00:00+05:30,214.89,395437.0,SHORT,0.6905353512536708,,1.0287401032829433,1.0211426200957396,0.5654778395978824,63,True,46.7479674796748,2.211310537920791,2.9371090424129918,0.7754355573642261,75.51020408163265,4.522696369356219,6.087700430023533,0.647282360627637,7.336194578782118,-0.4653543673507376,1.0,3.5,
GENUSPOWER,2025-12-23 00:00:00+05:30,303.8,306109.7,SHORT,0.6905353512536708,,1.1687225639244014,0.9781513472743432,0.5568475716220352,63,True,48.87525562372189,2.0918471066179887,2.815599970217328,0.7668281985962319,63.13131313131313,4.77466040306185,6.531692977309532,0.4415866835375909,9.102656556559271,-0.51569014702657,1.5,5.0,
BEL,2025-12-23 00:00:00+05:30,399.4,10510493.75,LONG,0.6905353512536708,,-0.0791647239041657,-0.3370635835940425,0.4674917981562405,231,True,52.64248704663213,1.3194737081255776,1.841032807942058,0.7267479907546103,65.15151515151516,3.031384826998899,4.021076378733244,0.4626906557485502,7.645617334951154,0.0459021866132684,4.5,3.0,
ICICIGI,2025-12-23 00:00:00+05:30,1960.1,466900.85,LONG,0.6905353512536708,,0.2654150916503483,-0.3631848335679921,0.4518122731506644,175,True,49.47807933194154,1.164428615710556,1.545321434285009,0.3761523063974854,63.63636363636363,2.239929371397665,2.917138587242762,0.48117772740867,32.179669196498054,0.1666581636991186,4.5,3.0,
TRUALT,2025-12-23 00:00:00+05:30,405.15,247577.45,SHORT,0.6796267496111975,,0.289734409683476,-0.2983260514603725,0.4772220708079039,92,True,39.285714285714285,2.2171892708175003,2.932057372929344,0.8111680120726452,63.63636363636363,4.263987463028726,4.888543935503763,-0.1777066561542936,18.108737746768146,-0.0863877576206399,1.5,4.5,
OSWALPUMPS,2025-12-23 00:00:00+05:30,530.2,581305.8,SHORT,0.6681053085886924,,2.1262485861265925,1.605873169617628,0.615171693949162,41,True,46.45669291338583,1.9584527491689967,2.4328886268232783,0.7988930065134627,76.0,3.465615074750249,4.463295846467419,0.4298256790035386,24.20621598024372,-0.773293096944532,0.5,4.5,
PREMIERENE,2025-12-23 00:00:00+05:30,880.45,1060739.6,SHORT,0.6681053085886924,,0.8271600574416115,0.7035932860030691,0.5421445821648919,14,True,49.0566037735849,2.145283981526854,3.0218369848355984,0.6420302614791387,58.46153846153846,5.342555566404704,8.356344515464858,0.2909861991513851,29.768188502103303,-0.4429553069452965,0.5,4.5,
AKZOINDIA,2025-12-23 00:00:00+05:30,3150.5,849359.05,SHORT,0.6565986394557821,,0.9158707506622904,1.607783886660881,0.6802521737140774,41,True,47.64397905759162,1.2578509686845936,1.812779590360925,0.25487979334021,68.52791878172589,2.622870857477264,3.427985258616007,0.4164654987199075,121.98802681971446,0.1523567687668681,1.5,5.0,
ASKAUTOLTD,2025-12-23 00:00:00+05:30,497.05,221437.2,LONG,0.6565986394557821,,0.4131593045062869,0.9544685167329215,0.5769775510264952,231,True,52.14007782101167,1.5992953687743805,2.1441646136274013,0.7436709245278744,63.46153846153846,3.491290818779873,4.406990330169653,0.4637563302734575,15.26097846558216,0.3218992053113415,4.0,1.0,
PENIND,2025-12-23 00:00:00+05:30,199.7,737975.25,SHORT,0.6565986394557821,,0.759680683262107,0.6979023725741437,0.5418497282356225,41,True,49.23234390992835,2.265488835796441,3.24442864382724,0.7335208987436593,67.85714285714286,4.581105067017084,6.12907801105459,0.4298385406527419,7.512033936109161,-0.3755633450175548,1.0,5.0,
KIRIINDUS,2025-12-23 00:00:00+05:30,588.6,815399.85,LONG,0.6565986394557821,,-0.2601453118568281,0.1000955910458746,0.506259071406346,175,True,44.07484407484407,1.8208804050634029,2.781729120157717,0.6336986147142896,60.91370558375635,4.144405228688275,6.315587991291604,0.3222349341144951,23.86331748872632,0.3652735304111219,2.5,2.0,
ANANTRAJ,2025-12-23 00:00:00+05:30,558.25,3428195.25,LONG,0.6565986394557821,,-0.0402815638277891,-0.2640380173657032,0.4842127016837445,175,True,51.8974358974359,2.083769593769896,2.9896516507676294,0.7081697832928533,63.63636363636363,4.618147618299675,6.2724482425915165,0.3812115425848335,20.857388243839267,0.0179131213613809,3.5,2.5,
IVALUE,2025-12-23 00:00:00+05:30,276.15,238174.8,SHORT,0.6565986394557821,,-0.9508611495716592,-0.9228136371089116,0.4190999723696977,7,True,45.90163934426229,2.0206668281245617,2.4877292067724635,0.835395229399952,66.66666666666667,3.8578244237779034,4.759869507083311,0.6922551588964957,13.30099535905825,0.9173758223187772,-0.5,2.5,
JSWENERGY,2025-12-23 00:00:00+05:30,485.65,3693295.3,LONG,0.6565986394557821,,-0.5460719441094135,-1.0397980184194788,0.4277594836485523,231,True,47.125256673511295,1.9161277091687676,2.589552915265684,0.7054043594509517,63.63636363636363,4.181350029577198,5.452672962331694,0.3859163146328764,12.501546756619058,0.5044785339235935,5.0,2.5,
M&MFIN,2025-12-23 00:00:00+05:30,386.2,5097844.25,LONG,0.6535117056856182,,4.872359530359064,4.858363531905484,0.8438127092226153,231,True,53.67875647668394,1.4414350590041836,2.0215903314480514,0.6838588599587561,65.3061224489796,3.640242097772204,4.734113861787935,0.3377105507813912,15.686429618757114,-1.4500258933195296,7.5,0.0,
GALLANTT,2025-12-23 00:00:00+05:30,517.65,386840.75,SHORT,0.6535117056856182,,0.0774564017327572,0.3492880404935544,0.5190303022114935,14,True,49.38271604938272,2.0555227867758257,2.988736526025489,0.7043653454104419,66.3265306122449,4.77257755934195,7.273477851811516,0.4427268572517802,24.39633846406651,0.4056795131846105,0.0,4.5,
NCC,2025-12-23 00:00:00+05:30,160.8,3524342.45,SHORT,0.6535117056856182,,-0.1198902976999808,0.0235484073279703,0.5018712594062901,41,True,49.9484004127967,1.7297311626550371,2.457937998145601,0.7205356891387391,71.21212121212122,3.7390551936866463,4.99630732983356,0.5027556425113798,4.172505676402458,0.5845771144278592,2.5,5.0,
HEG,2025-12-23 00:00:00+05:30,539.0,793182.7,LONG,0.6535117056856182,,-0.0874995250008376,-0.997709409976596,0.434593679856923,377,True,48.14049586776859,1.7840089030913684,2.6591569022745385,0.6923039652926877,63.63636363636363,4.435826845525921,6.280865905037087,0.3387739437692933,15.1218789754876,-0.049474335188618,9.0,0.5,
TATAELXSI,2025-12-23 00:00:00+05:30,5429.0,255833.2,LONG,0.651685393258427,,1.1779072796952277,1.0930560880481603,0.598091889308712,231,True,47.24245577523413,1.4408869891633378,2.1181883620263573,0.2138311653817684,61.11111111111112,3.122112481535559,4.341725307907401,0.4094489650818814,126.97727797559696,-0.1719162522257126,4.0,2.0,
HAVELLS,2025-12-23 00:00:00+05:30,1426.8,519721.25,LONG,0.651685393258427,,0.5569964242819978,-0.326877861729501,0.4600430853246235,175,True,51.75983436853002,1.1649723524698206,1.5639384909856948,0.404354263974555,62.121212121212125,2.466551294207578,3.095876171837337,0.3921604954910708,22.72141508370029,-0.1401738155312587,3.0,2.0,
SSWL,2025-12-23 00:00:00+05:30,192.74,219624.85,SHORT,0.651685393258427,,-0.0668563353184741,-0.3965727926762665,0.4647527368875194,63,True,46.08247422680412,1.578771786242403,2.1195808140947907,0.7137049457006146,60.60606060606061,3.419401755666037,4.287317878239765,0.4662794533516709,5.840657714739298,0.3649130088893426,2.0,5.0,
PRECAM,2025-12-23 00:00:00+05:30,164.12,337106.65,LONG,0.651685393258427,,0.0283170390965781,-0.4126668366861752,0.4789635661388207,92,True,44.72876151484135,2.231430183351272,3.328596748312083,0.7029963657933089,71.57360406091371,5.197514482489752,7.398375513675631,0.5503263025154675,7.535747844645203,0.0101551710130706,2.5,1.5,
BHARATWIRE,2025-12-23 00:00:00+05:30,178.11,241146.5,SHORT,0.648664013644116,,2.178933210743171,1.287498662787794,0.57117590211947,41,True,44.766839378238345,2.368183201743047,3.317792631078929,0.7403565578654447,60.60606060606061,5.610326565305605,7.452345924861562,0.3549653904331138,7.802897099443077,-0.986281885726046,1.0,1.5,
IRFC,2025-12-23 00:00:00+05:30,121.4,8926557.25,LONG,0.648664013644116,,-0.0734652307839601,-0.0200217404277432,0.4987377801586372,231,True,48.6228813559322,1.6448903242380977,2.5909680840406093,0.6540570932445338,63.13131313131313,3.96018734362153,6.360644998983994,0.4318035464107435,2.730258140080896,0.4146073585941999,5.0,2.5,
JAIBALAJI,2025-12-23 00:00:00+05:30,63.28,2337524.1,SHORT,0.648664013644116,,-0.4530225721096004,-0.1750980768227137,0.4909330056167772,63,True,47.542735042735046,2.2769116783135908,3.081703282581199,0.6439739530394768,62.94416243654823,5.5817636867004845,7.706212232560436,0.5162887147211044,3.0968601672069447,0.2423093131057774,1.5,4.5,
TATAPOWER,2025-12-23 00:00:00+05:30,382.2,4117865.0,LONG,0.648664013644116,,0.0118306806249322,-0.3613781707677951,0.4640242362105321,63,True,54.895833333333336,1.2444234466344242,1.8225856118857264,0.6412797868390259,67.17171717171718,2.748827544221101,3.824587805591488,0.3735594621724144,5.910544161625506,0.0348857491714614,2.5,2.5,
SUZLON,2025-12-23 00:00:00+05:30,53.62,46423927.3,SHORT,0.648664013644116,,0.0682593257808818,-0.4937484678882343,0.472677134130947,231,True,47.83068783068783,2.399764684141488,3.2120976316951086,0.6285010092301124,65.64102564102564,4.977508533365127,6.720921273639098,0.449523504811143,1.1705060231514153,0.0497326868084126,3.5,4.0,
URBANCO,2025-12-23 00:00:00+05:30,124.85,5309990.55,SHORT,0.648664013644116,,-0.2451494591847374,-0.6637952015076853,0.4348235037023575,14,True,40.625,2.2479832660311097,2.925248945717868,0.8124418407527026,61.53846153846154,4.600755737737478,5.668602323082356,0.7141232473203831,5.248298184810686,0.0560672807369015,1.0,4.5,
AFFLE,2025-12-23 00:00:00+05:30,1766.0,257139.5,LONG,0.648664013644116,,-1.9145858944702283,-2.7294124419380155,0.2629330072927106,231,True,47.9296066252588,1.5919537927772789,2.159999494114415,0.4936517145279867,65.15151515151516,3.120778823074123,4.02727768101176,0.4981639186666686,51.79192830086758,1.032465081162691,4.7,2.2,
KRBL,2025-12-23 00:00:00+05:30,402.5,377673.8,LONG,0.6486129458388377,,-0.7091355868529771,-1.5929254751583084,0.3728102702103117,298,True,47.55970924195224,1.6289855512046298,2.348803465100173,0.7072049255825513,63.13131313131313,3.727146838457367,4.866383719643647,0.3967880726835411,12.474754918156144,0.6583850931676962,7.5,2.0,
PACEDIGITK,2025-12-23 00:00:00+05:30,194.77,784093.7,SHORT,0.6452459016393444,,2.7963617213716296,2.493344984198253,0.7493151653287784,14,True,42.5925925925926,1.5428524644075945,1.910576399055436,0.8158107374193262,63.63636363636363,1.8257129078257224,2.3109298165608627,0.4548810139455761,7.466183979778962,-0.8368845304718362,1.5,4.5,
LIQUIDBEES,2025-12-23 00:00:00+05:30,1000.0,2582900.6,LONG,0.6452459016393444,,0.1188896108562363,-0.529120825018324,0.306781156823128,175,True,,,,,60.674157303370784,0.8823005720195991,1.0887311119028622,0.1754268298477866,0.3875182752160215,0.0,8.0,0.5,
HAPPSTMNDS,2025-12-23 00:00:00+05:30,490.75,274869.85,SHORT,0.6431385423506237,,2.445720648636685,3.824452734533255,0.8568961567979332,63,True,43.50580781414995,1.2850576197542705,1.8160749272577952,0.568936086418565,67.17171717171718,2.439932067132658,3.359650832997369,0.464718032210043,10.39117705242876,-0.4415011037527516,1.5,2.0,
MCX,2025-12-23 00:00:00+05:30,10828.0,500188.2,LONG,0.6431385423506237,,1.198762895761126,1.093308901714506,0.5879429647893935,377,True,53.099173553719005,1.7340601389438854,2.3624781733150173,0.3885246105375666,63.63636363636363,3.624581573204929,4.73144810857306,0.4322161448947717,291.9769783668109,-0.0277059475434059,7.5,0.5,
ITCHOTELS,2025-12-23 00:00:00+05:30,194.68,3192928.8,SHORT,0.6431385423506237,,1.227334364104813,0.7641123635980669,0.5754766670533502,14,True,48.83720930232558,1.4185450171335794,1.9475759171766984,0.7029851615423013,68.18181818181819,3.036892346985955,3.7248250429381904,0.4769240399563613,4.105267705911532,-0.2825148962399602,1.5,4.5,
SETFNIF50,2025-12-23 00:00:00+05:30,279.48,657475.15,LONG,0.6431385423506237,,0.3001557193873372,-0.1907414896095722,0.4597244542196202,575,True,54.62459194776932,0.7246511278852903,0.9127926845841252,0.483413183208664,60.40609137055838,1.3785392920503128,1.845289430782364,0.3160698665352388,4.12165610066995,-0.0751395448690555,9.0,0.5,
PASUPTAC,2025-12-23 00:00:00+05:30,54.22,341007.05,LONG,0.6431385423506237,,0.5891013984189741,-0.4010656066505738,0.4752892361775386,298,True,48.24742268041237,2.213932014545774,3.209523392161998,0.6512879083526728,60.30927835051546,4.913189799743675,6.616462486631575,0.4310860535848949,2.60034705110092,-0.1168080659043389,6.5,0.0,
GROWW,2025-12-23 00:00:00+05:30,160.82,50129703.55,LONG,0.6431385423506237,,1.4388346158688026,-0.5180857869891162,0.4789705151552074,63,True,50.0,3.456559397699674,5.151661800651887,0.7728439652458443,83.33333333333333,7.930973949369792,11.614787954051682,0.8099914199042905,10.033339424434995,-1.1379181693819078,3.0,0.5,
MAANALU,2025-12-11 00:00:00+05:30,148.04,287327.5,LONG,0.6431385423506237,,-0.0509243969287639,-0.8627592992823334,0.457458838697656,175,True,47.25956566701137,2.3085503087085795,3.3877610398383102,0.7086331722059779,57.6530612244898,5.757449151544412,8.352179370440343,0.4425784908413167,8.831139719442296,-0.3895343600828518,6.5,0.0,
GRSE,2025-12-23 00:00:00+05:30,2420.7,1284797.85,SHORT,0.6414473684210527,,1.0616209549505713,1.1515344648182777,0.558154905303782,63,True,48.35390946502058,2.485935427926061,3.531178759793076,0.6120148589612728,66.66666666666667,5.476809338990062,7.909439984245485,0.4182020179694227,96.11552082531436,-0.4144806598642442,1.5,4.0,
FINPIPE,2025-12-23 00:00:00+05:30,168.67,628033.8,SHORT,0.6414473684210527,,0.1709192348783521,0.0010315539643993,0.5000872555026412,41,True,45.3125,1.6105954867500607,2.1757851210446724,0.6963573462421684,57.07070707070707,3.6163018163591474,4.7851918931479,0.2908044693586652,3.96321352148462,0.2924843382541546,2.5,4.5,
SWSOLAR,2025-12-23 00:00:00+05:30,219.78,1872144.3,LONG,0.6414473684210527,,-0.1017493869507347,-0.382076967495389,0.4755849477223417,231,True,45.70552147239264,1.9604380852515453,2.5789060108392228,0.731523570133742,63.63636363636363,4.4458772125116335,5.969154575800494,0.4689865607332813,8.318408188339125,0.0758334091667511,3.5,2.5,
ADVANCE,2025-12-23 00:00:00+05:30,120.9,306193.7,LONG,0.6414473684210527,,0.1038017362831123,-0.6076021452800978,0.471894368190761,129,True,41.50943396226416,2.812743745218373,3.8892761001776814,0.6860897677690995,60.0,5.118856659088991,5.67389654907602,0.4740622589745147,6.388124549684863,-0.0578990901571725,2.0,2.0,
KNRCON,2025-12-23 00:00:00+05:30,159.73,1335912.45,LONG,0.6414473684210527,,0.0940525848755055,-1.037191167751558,0.4104474141190017,175,True,45.13457556935818,1.5087456147014582,2.0901104039107388,0.7018855748528249,65.65656565656566,3.3505540933512044,4.313391710663757,0.4593761113335532,5.469124466966663,-0.1544272626724283,5.0,2.5,
DCBBANK,2025-12-23 00:00:00+05:30,176.16,1488815.0,LONG,0.6133596577821651,,0.36778865057458,1.6682208167641286,0.6417979641736142,298,True,49.426485922836285,1.4342948113233345,2.0233869766549737,0.7207306275900014,63.63636363636363,3.3540763118445223,4.733063234787279,0.4327553952022835,5.337423407669172,0.6641689373297093,9.0,0.5,
HEXT,2025-12-23 00:00:00+05:30,738.55,764979.25,SHORT,0.6133596577821651,,0.706532675392257,0.354255760821808,0.5293456358719997,25,True,49.75369458128079,1.6597835457418255,2.248646759148453,0.7506707245082173,70.73170731707317,3.881845946717304,4.949399221514938,0.4578946500601722,28.328670000656565,-0.0722135716381156,2.0,2.5,
IRCTC,2025-12-23 00:00:00+05:30,680.85,680743.75,LONG,0.6133596577821651,,0.5349900207490715,-0.1248112902114918,0.4857829605598862,92,True,50.984455958549226,1.201166880066976,1.7548245587290767,0.6198288170528762,65.65656565656566,2.5817592293013,3.523567009098988,0.3661640981592274,9.153481762257462,-0.2545837311204154,3.0,2.5,
GAIL,2025-12-23 00:00:00+05:30,172.04,10846954.0,SHORT,0.6133596577821651,,0.195066826006772,-0.2047792810015101,0.4802112613732758,129,True,52.20061412487205,1.3317686474855808,1.884020037260609,0.6873790244991131,61.42131979695432,3.041610837175146,3.9256906374773535,0.425111951730902,3.2050970777688903,0.0484383476711062,2.5,4.0,
DATAPATTNS,2025-12-23 00:00:00+05:30,2657.8,359656.25,LONG,0.6133596577821651,,-0.2316385292184559,-0.4245878430181484,0.4737434095132093,92,True,50.30674846625767,2.25757231264442,3.03651040147657,0.4794223875267067,64.64646464646465,4.60621861517542,5.950651460990843,0.469435780882279,97.4208679902531,0.5029222163694329,4.5,3.0,
SAPPHIRE,2025-12-23 00:00:00+05:30,247.31,488848.55,SHORT,0.6133596577821651,,-1.691622523478671,-2.161337843696138,0.3105591945074307,175,True,47.51037344398341,1.5099610354842892,1.9808067477851172,0.7258758117893419,65.65656565656566,3.4594219825855896,4.523120108297958,0.3684045151132256,8.750813512844474,1.2157481163991417,3.2,3.7,
CANTABIL,2025-12-23 00:00:00+05:30,259.23,272975.65,LONG,0.6040808318618796,,1.8465176416010785,2.899497538140405,0.6905566667351105,129,True,49.32781799379524,1.817179522276876,2.5439308229639277,0.6950435503366376,65.15151515151516,4.194329179598603,5.524882697829388,0.4491713606555186,7.851801420627716,-0.009001015828921,3.0,2.0,
ENRIN,2025-12-23 00:00:00+05:30,2593.4,990151.75,SHORT,0.6040808318618796,,2.854921032360561,1.6465037042898434,0.6516188376140252,7,True,48.83720930232558,1.4634281118473884,1.9170784468989908,0.242916195388465,56.0,2.9765250326504384,3.799209850336891,0.2974848303869404,109.8823281297056,-0.4138711087118676,0.0,4.5,
KEI,2025-12-23 00:00:00+05:30,4409.5,211669.05,LONG,0.6040808318618796,,1.475787113677127,1.3381184636714765,0.6100314935437227,231,True,51.87110187110187,1.75268995153461,2.41298848249606,0.3531125955881694,65.15151515151516,3.487496737924649,4.718871919787325,0.3524004733336802,106.57112638335408,-0.1995691121442175,6.0,0.0,
MOBIKWIK,2025-12-23 00:00:00+05:30,234.69,1178535.05,SHORT,0.6040808318618796,,1.0099227611197727,0.7146736233690009,0.535028315082787,25,True,39.91935483870968,2.508512491360252,3.680246910393695,0.7329463714971097,58.0,6.1419710932622085,8.141098671569496,0.3115364683810118,8.229108931495187,-0.569545641768589,1.5,3.0,
FORTIS,2025-12-23 00:00:00+05:30,901.6,2211196.6,LONG,0.6040808318618796,,0.5324005079254921,-0.0099365961596843,0.4989098933363662,129,True,49.742533470648816,1.3257176774713186,1.7564072720058774,0.7316682069242966,59.8984771573604,2.913833958057267,3.7493758339218655,0.392752846207958,21.20145510832767,-0.3271960958296412,5.5,1.0,
NMDC,2025-12-23 00:00:00+05:30,81.53,17616903.35,LONG,0.6040808318618796,,-0.63118287304504,-0.3039462988475983,0.4845165973802653,231,True,52.71398747390397,1.6912395764960984,3.738239021951365,0.4483039149651584,60.204081632653065,4.252294661471477,7.771391277708558,0.4374980383709935,1.7528725766289217,0.7808986467149325,7.5,0.5,
NEOGEN,2025-12-23 00:00:00+05:30,1091.0,666538.1,SHORT,0.6040808318618796,,-0.2320789545977558,-0.6381203001720248,0.4530079669163807,41,True,47.49478079331941,1.740196273377201,2.519889801199144,0.5390801780300568,62.94416243654823,3.6591186315562823,5.271199602465137,0.3835820497005859,53.8917815943645,0.2138710663000444,0.5,4.0,
IDFCFIRSTB,2025-12-23 00:00:00+05:30,85.0,25898210.0,LONG,0.5985838779956427,,1.0166696047055863,0.7452871682675049,0.5759776207153458,298,True,50.05181347150259,1.3027133821872383,1.8010745974476814,0.6773670256552519,65.3061224489796,3.062012466869469,3.885577953589799,0.3888556155398641,1.6226880071554015,-0.2117647058823609,8.0,0.0,
APLAPOLLO,2025-12-23 00:00:00+05:30,1867.9,452481.05,LONG,0.5985838779956427,,0.2466256996729306,0.1671236867970135,0.5156820588951989,298,True,50.87900723888314,1.545518406641039,2.054546412765022,0.5310524862422153,59.8984771573604,3.2183014273520496,4.065631522673249,0.366827634667538,34.56728611055992,0.0160608169602324,8.0,0.5,
BALUFORGE,2025-12-23 00:00:00+05:30,616.95,733703.7,SHORT,0.5945374449339207,,3.24359705802622,3.366278959350597,0.6628680676101139,3,True,47.432762836185816,2.450504565095195,3.5450940425754167,0.6912527632975322,57.31707317073171,5.817558991536507,8.383564421909794,0.3155558312024068,23.43714745950556,-0.9995407515465988,0.5,2.5,
GLENMARK,2025-12-23 00:00:00+05:30,2047.0,663970.5,LONG,0.5945374449339207,,1.2854457841745062,1.6247980699314812,0.6543713788313437,298,True,53.3195020746888,1.401089752548029,1.8892396787414805,0.5897176205853196,64.64646464646465,3.1818997318310496,4.172353391346936,0.3984757400738163,43.04088828215619,-0.407099820876064,7.5,0.5,
INTELLECT,2025-12-23 00:00:00+05:30,1021.0,231582.4,LONG,0.5945374449339207,,0.8808122475563294,0.3479916516465836,0.5236252298382922,25,True,49.32502596053998,1.8818180884648965,2.702221501255102,0.6333946463347614,64.64646464646465,4.44412746543091,6.052387323331326,0.3613652051483377,34.1533070107963,-0.1632386549134909,2.5,2.0,
TRENT,2025-12-23 00:00:00+05:30,4189.4,761973.05,SHORT,0.5945374449339207,,0.7399110911529476,0.1957597847467506,0.5166543825220875,92,True,52.63157894736842,1.5233262493133193,2.1905532910934777,0.2711764469791354,68.18181818181819,3.249503636410501,4.409142534105604,0.3555642674597249,86.6785861654915,-0.2697283620566451,1.5,4.0,
